Hand,E
AC AD 5S,17.1182
AC AD 6C,17.1182
AC AD 6D,17.1182
AC AD 6H,17.1182
AC AD 6S,17.1182
AC AD 7C,17.1182
AC AD 7D,17.1182
AC AD 7H,17.1182
AC AD 7S,17.1182
AC AD 8C,17.1182
AC AD 8D,17.1182
AC AD 8H,17.1182
AC AD 8S,17.1182
AC AD 9C,17.1182
AC AD 9D,17.1182
AC AD 9H,17.1182
AC AD 9S,17.1182
AC AD TC,17.1182
AC AD TD,17.1182
AC AD TH,17.1182
AC AD TS,17.1182
AC AD JC,17.1182
AC AD JD,17.1182
AC AD JH,17.1182
AC AD JS,17.1182
AC AD QC,17.6641
AC AD QD,17.6641
AC AD QH,17.6641
AC AD QS,17.6641
AC AH 2D,17.7871
AC AH 2S,17.7871
AC AH 3D,17.2472
AC AH 3S,17.2472
AC AH 4C,17.2988
AC AH 4D,17.1182
AC AH 4H,17.2988
AC AH 4S,17.1182
AC AH 5C,17.1182
AC AH 5D,17.1182
AC AH 5H,17.1182
AC AH 5S,17.1182
AC AH 6C,17.1182
AC AH 6D,17.1182
AC AH 6H,17.1182
AC AH 6S,17.1182
AC AH 7C,17.1182
AC AH 7D,17.1182
AC AH 7H,17.1182
AC AH 7S,17.1182
AC AH 8C,17.1182
AC AH 8D,17.1182
AC AH 8H,17.1182
AC AH 8S,17.1182
AC AH 9C,17.1182
AC AH 9D,17.1182
AC AH 9H,17.1182
AC AH 9S,17.1182
AC AH TC,17.1182
AC AH TD,17.1182
AC AH TH,17.1182
AC AH TS,17.1182
AC AH JC,17.1182
AC AH JD,17.1182
AC AH JH,17.1182
AC AH JS,17.1182
AC AH QC,17.6641
AC AH QD,17.6641
AC AH QH,17.6641
AC AH QS,17.6641
AC AS 2D,17.7871
AC AS 2H,17.7871
AC AS 3D,17.2472
AC AS 3H,17.2472
AC AS 4C,17.2988
AC AS 4D,17.1182
AC AS 4H,17.1182
AC AS 4S,17.2988
AC AS 5C,17.1182
AC AS 5D,17.1182
AC AS 5H,17.1182
AC AS 5S,17.1182
AC AS 6C,17.1182
AC AS 6D,17.1182
AC AS 6H,17.1182
AC AS 6S,17.1182
AC AS 7C,17.1182
AC AS 7D,17.1182
AC AS 7H,17.1182
AC AS 7S,17.1182
AC AS 8C,17.1182
AC AS 8D,17.1182
AC AS 8H,17.1182
AC AS 8S,17.1182
AC AS 9C,17.1182
AC AS 9D,17.1182
AC AS 9H,17.1182
AC AS 9S,17.1182
AC AS TC,17.1182
AC AS TD,17.1182
AC AS TH,17.1182
AC AS TS,17.1182
AC AS JC,17.1182
AC AS JD,17.1182
AC AS JH,17.1182
AC AS JS,17.1182
AC AS QC,17.6641
AC AS QD,17.6641
AC AS QH,17.6641
AC AS QS,17.6641
AC 2C 4C,17.9386
AC 3C 4D,17.5564
AC 3C 4H,17.5564
AC 3C 4S,17.5564
AC 3C 5D,17.6124
AC 3C 5H,17.6124
AC 3C 5S,17.6124
AC 3C 6C,17.6726
AC 3C 6D,17.5988
AC 3C 6H,17.5988
AC 3C 6S,17.5988
AC 3C 7C,17.5912
AC 3C 7D,17.6150
AC 3C 7H,17.6150
AC 3C 7S,17.6150
AC 3C 8C,17.6150
AC 3C 8D,17.6150
AC 3C 8H,17.6150
AC 3C 8S,17.6150
AC 3C 9C,17.6150
AC 3C 9D,17.6150
AC 3C 9H,17.6150
AC 3C 9S,17.6150
AC 3C TC,17.6150
AC 3C TD,17.6150
AC 3C TH,17.6150
AC 3C TS,17.6150
AC 3C JC,17.6150
AC 3C JD,17.6150
AC 3C JH,17.6150
AC 3C JS,17.6150
AC 3C QC,17.9578
AC 3C QD,17.9578
AC 3C QH,17.9578
AC 3C QS,17.9578
AC 3D 5D,17.8279
AC 3H 5H,17.8279
AC 3S 5S,17.8279
AC 4C 6C,17.9087
AC 4D 6D,17.9087
AC 4H 6H,17.9087
AC 4S 6S,17.9087
AC 5C 7C,17.8883
AC 5D 7D,17.8883
AC 5H 7H,17.8883
AC 5S 7S,17.8883
AC 6C 8C,17.8883
AC 6D 8D,17.8883
AC 6H 8H,17.8883
AC 6S 8S,17.8883
AC 7C 9C,17.8883
AC 7D 9D,17.8883
AC 7H 9H,17.8883
AC 7S 9S,17.8883
AC 8C TC,17.9087
AC 8D TD,17.9087
AC 8H TH,17.9087
AC 8S TS,17.9087
AC 9C JC,17.9186
AC 9D JD,17.9186
AC 9H JH,17.9186
AC 9S JS,17.9186
AD AH 2C,17.7871
AD AH 2S,17.7871
AD AH 3C,17.2472
AD AH 3S,17.2472
AD AH 4C,17.1182
AD AH 4D,17.2988
AD AH 4H,17.2988
AD AH 4S,17.1182
AD AH 5C,17.1182
AD AH 5D,17.1182
AD AH 5H,17.1182
AD AH 5S,17.1182
AD AH 6C,17.1182
AD AH 6D,17.1182
AD AH 6H,17.1182
AD AH 6S,17.1182
AD AH 7C,17.1182
AD AH 7D,17.1182
AD AH 7H,17.1182
AD AH 7S,17.1182
AD AH 8C,17.1182
AD AH 8D,17.1182
AD AH 8H,17.1182
AD AH 8S,17.1182
AD AH 9C,17.1182
AD AH 9D,17.1182
AD AH 9H,17.1182
AD AH 9S,17.1182
AD AH TC,17.1182
AD AH TD,17.1182
AD AH TH,17.1182
AD AH TS,17.1182
AD AH JC,17.1182
AD AH JD,17.1182
AD AH JH,17.1182
AD AH JS,17.1182
AD AH QC,17.6641
AD AH QD,17.6641
AD AH QH,17.6641
AD AH QS,17.6641
AD AS 2C,17.7871
AD AS 2H,17.7871
AD AS 3C,17.2472
AD AS 3H,17.2472
AD AS 4C,17.1182
AD AS 4D,17.2988
AD AS 4H,17.1182
AD AS 4S,17.2988
AD AS 5C,17.1182
AD AS 5D,17.1182
AD AS 5H,17.1182
AD AS 5S,17.1182
AD AS 6C,17.1182
AD AS 6D,17.1182
AD AS 6H,17.1182
AD AS 6S,17.1182
AD AS 7C,17.1182
AD AS 7D,17.1182
AD AS 7H,17.1182
AD AS 7S,17.1182
AD AS 8C,17.1182
AD AS 8D,17.1182
AD AS 8H,17.1182
AD AS 8S,17.1182
AD AS 9C,17.1182
AD AS 9D,17.1182
AD AS 9H,17.1182
AD AS 9S,17.1182
AD AS TC,17.1182
AD AS TD,17.1182
AD AS TH,17.1182
AD AS TS,17.1182
AD AS JC,17.1182
AD AS JD,17.1182
AD AS JH,17.1182
AD AS JS,17.1182
AD AS QC,17.6641
AD AS QD,17.6641
AD AS QH,17.6641
AD AS QS,17.6641
AD 2D 4D,17.9386
AD 3C 5C,17.8279
AD 3D 4C,17.5564
AD 3D 4H,17.5564
AD 3D 4S,17.5564
AD 3D 5C,17.6124
AD 3D 5H,17.6124
AD 3D 5S,17.6124
AD 3D 6C,17.5988
AD 3D 6D,17.6726
AD 3D 6H,17.5988
AD 3D 6S,17.5988
AD 3D 7C,17.6150
AD 3D 7D,17.5912
AD 3D 7H,17.6150
AD 3D 7S,17.6150
AD 3D 8C,17.6150
AD 3D 8D,17.6150
AD 3D 8H,17.6150
AD 3D 8S,17.6150
AD 3D 9C,17.6150
AD 3D 9D,17.6150
AD 3D 9H,17.6150
AD 3D 9S,17.6150
AD 3D TC,17.6150
AD 3D TD,17.6150
AD 3D TH,17.6150
AD 3D TS,17.6150
AD 3D JC,17.6150
AD 3D JD,17.6150
AD 3D JH,17.6150
AD 3D JS,17.6150
AD 3D QC,17.9578
AD 3D QD,17.9578
AD 3D QH,17.9578
AD 3D QS,17.9578
AD 3H 5H,17.8279
AD 3S 5S,17.8279
AD 4C 6C,17.9087
AD 4D 6D,17.9087
AD 4H 6H,17.9087
AD 4S 6S,17.9087
AD 5C 7C,17.8883
AD 5D 7D,17.8883
AD 5H 7H,17.8883
AD 5S 7S,17.8883
AD 6C 8C,17.8883
AD 6D 8D,17.8883
AD 6H 8H,17.8883
AD 6S 8S,17.8883
AD 7C 9C,17.8883
AD 7D 9D,17.8883
AD 7H 9H,17.8883
AD 7S 9S,17.8883
AD 8C TC,17.9087
AD 8D TD,17.9087
AD 8H TH,17.9087
AD 8S TS,17.9087
AD 9C JC,17.9186
AD 9D JD,17.9186
AD 9H JH,17.9186
AD 9S JS,17.9186
AH AS 2C,17.7871
AH AS 2D,17.7871
AH AS 3C,17.2472
AH AS 3D,17.2472
AH AS 4C,17.1182
AH AS 4D,17.1182
AH AS 4H,17.2988
AH AS 4S,17.2988
AH AS 5C,17.1182
AH AS 5D,17.1182
AH AS 5H,17.1182
AH AS 5S,17.1182
AH AS 6C,17.1182
AH AS 6D,17.1182
AH AS 6H,17.1182
AH AS 6S,17.1182
AH AS 7C,17.1182
AH AS 7D,17.1182
AH AS 7H,17.1182
AH AS 7S,17.1182
AH AS 8C,17.1182
AH AS 8D,17.1182
AH AS 8H,17.1182
AH AS 8S,17.1182
AH AS 9C,17.1182
AH AS 9D,17.1182
AH AS 9H,17.1182
AH AS 9S,17.1182
AH AS TC,17.1182
AH AS TD,17.1182
AH AS TH,17.1182
AH AS TS,17.1182
AH AS JC,17.1182
AH AS JD,17.1182
AH AS JH,17.1182
AH AS JS,17.1182
AH AS QC,17.6641
AH AS QD,17.6641
AH AS QH,17.6641
AH AS QS,17.6641
AH 2H 4H,17.9386
AH 3C 5C,17.8279
AH 3D 5D,17.8279
AH 3H 4C,17.5564
AH 3H 4D,17.5564
AH 3H 4S,17.5564
AH 3H 5C,17.6124
AH 3H 5D,17.6124
AH 3H 5S,17.6124
AH 3H 6C,17.5988
AH 3H 6D,17.5988
AH 3H 6H,17.6726
AH 3H 6S,17.5988
AH 3H 7C,17.6150
AH 3H 7D,17.6150
AH 3H 7H,17.5912
AH 3H 7S,17.6150
AH 3H 8C,17.6150
AH 3H 8D,17.6150
AH 3H 8H,17.6150
AH 3H 8S,17.6150
AH 3H 9C,17.6150
AH 3H 9D,17.6150
AH 3H 9H,17.6150
AH 3H 9S,17.6150
AH 3H TC,17.6150
AH 3H TD,17.6150
AH 3H TH,17.6150
AH 3H TS,17.6150
AH 3H JC,17.6150
AH 3H JD,17.6150
AH 3H JH,17.6150
AH 3H JS,17.6150
AH 3H QC,17.9578
AH 3H QD,17.9578
AH 3H QH,17.9578
AH 3H QS,17.9578
AH 3S 5S,17.8279
AH 4C 6C,17.9087
AH 4D 6D,17.9087
AH 4H 6H,17.9087
AH 4S 6S,17.9087
AH 5C 7C,17.8883
AH 5D 7D,17.8883
AH 5H 7H,17.8883
AH 5S 7S,17.8883
AH 6C 8C,17.8883
AH 6D 8D,17.8883
AH 6H 8H,17.8883
AH 6S 8S,17.8883
AH 7C 9C,17.8883
AH 7D 9D,17.8883
AH 7H 9H,17.8883
AH 7S 9S,17.8883
AH 8C TC,17.9087
AH 8D TD,17.9087
AH 8H TH,17.9087
AH 8S TS,17.9087
AH 9C JC,17.9186
AH 9D JD,17.9186
AH 9H JH,17.9186
AH 9S JS,17.9186
AS 2S 4S,17.9386
AS 3C 5C,17.8279
AS 3D 5D,17.8279
AS 3H 5H,17.8279
AS 3S 4C,17.5564
AS 3S 4D,17.5564
AS 3S 4H,17.5564
AS 3S 5C,17.6124
AS 3S 5D,17.6124
AS 3S 5H,17.6124
AS 3S 6C,17.5988
AS 3S 6D,17.5988
AS 3S 6H,17.5988
AS 3S 6S,17.6726
AS 3S 7C,17.6150
AS 3S 7D,17.6150
AS 3S 7H,17.6150
AS 3S 7S,17.5912
AS 3S 8C,17.6150
AS 3S 8D,17.6150
AS 3S 8H,17.6150
AS 3S 8S,17.6150
AS 3S 9C,17.6150
AS 3S 9D,17.6150
AS 3S 9H,17.6150
AS 3S 9S,17.6150
AS 3S TC,17.6150
AS 3S TD,17.6150
AS 3S TH,17.6150
AS 3S TS,17.6150
AS 3S JC,17.6150
AS 3S JD,17.6150
AS 3S JH,17.6150
AS 3S JS,17.6150
AS 3S QC,17.9578
AS 3S QD,17.9578
AS 3S QH,17.9578
AS 3S QS,17.9578
AS 4C 6C,17.9087
AS 4D 6D,17.9087
AS 4H 6H,17.9087
AS 4S 6S,17.9087
AS 5C 7C,17.8883
AS 5D 7D,17.8883
AS 5H 7H,17.8883
AS 5S 7S,17.8883
AS 6C 8C,17.8883
AS 6D 8D,17.8883
AS 6H 8H,17.8883
AS 6S 8S,17.8883
AS 7C 9C,17.8883
AS 7D 9D,17.8883
AS 7H 9H,17.8883
AS 7S 9S,17.8883
AS 8C TC,17.9087
AS 8D TD,17.9087
AS 8H TH,17.9087
AS 8S TS,17.9087
AS 9C JC,17.9186
AS 9D JD,17.9186
AS 9H JH,17.9186
AS 9S JS,17.9186
2C 3D 4C,17.6709
2C 3D 5D,17.2883
2C 3H 4C,17.6709
2C 3H 5H,17.2883
2C 3S 4C,17.6709
2C 3S 5S,17.2883
2C 4C 5D,17.4379
2C 4C 5H,17.4379
2C 4C 5S,17.4379
2C 4C 6D,17.5115
2C 4C 6H,17.5115
2C 4C 6S,17.5115
2C 4C 7C,17.5716
2C 4C 7D,17.4972
2C 4C 7H,17.4972
2C 4C 7S,17.4972
2C 4C 8C,17.4974
2C 4C 8D,17.5134
2C 4C 8H,17.5134
2C 4C 8S,17.5134
2C 4C 9C,17.5134
2C 4C 9D,17.5134
2C 4C 9H,17.5134
2C 4C 9S,17.5134
2C 4C TC,17.5134
2C 4C TD,17.5134
2C 4C TH,17.5134
2C 4C TS,17.5134
2C 4C JC,17.5134
2C 4C JD,17.5134
2C 4C JH,17.5134
2C 4C JS,17.5134
2C 4C QC,17.8484
2C 4C QD,17.8484
2C 4C QH,17.8484
2C 4C QS,17.8484
2C 4D 6D,17.3894
2C 4H 6H,17.3894
2C 4S 6S,17.3894
2C 5C 7C,17.4666
2C 5D 7D,17.3783
2C 5H 7H,17.3783
2C 5S 7S,17.3783
2C 6C 8C,17.3858
2C 6D 8D,17.3858
2C 6H 8H,17.3858
2C 6S 8S,17.3858
2C 7C 9C,17.3858
2C 7D 9D,17.3858
2C 7H 9H,17.3858
2C 7S 9S,17.3858
2C 8C TC,17.4008
2C 8D TD,17.4008
2C 8H TH,17.4008
2C 8S TS,17.4008
2C 9C JC,17.4081
2C 9D JD,17.4081
2C 9H JH,17.4081
2C 9S JS,17.4081
2C TC QC,17.8484
2C TD QD,17.8484
2C TH QH,17.8484
2C TS QS,17.8484
2C JC KC,17.9578
2C JD KD,17.9578
2C JH KH,17.9578
2C JS KS,17.9578
2C KC KD,17.6641
2C KC KH,17.6641
2C KC KS,17.6641
2C KD KH,17.6641
2C KD KS,17.6641
2C KH KS,17.6641
2D 3C 4D,17.6709
2D 3C 5C,17.2883
2D 3H 4D,17.6709
2D 3H 5H,17.2883
2D 3S 4D,17.6709
2D 3S 5S,17.2883
2D 4C 6C,17.3894
2D 4D 5C,17.4379
2D 4D 5H,17.4379
2D 4D 5S,17.4379
2D 4D 6C,17.5115
2D 4D 6H,17.5115
2D 4D 6S,17.5115
2D 4D 7C,17.4972
2D 4D 7D,17.5716
2D 4D 7H,17.4972
2D 4D 7S,17.4972
2D 4D 8C,17.5134
2D 4D 8D,17.4974
2D 4D 8H,17.5134
2D 4D 8S,17.5134
2D 4D 9C,17.5134
2D 4D 9D,17.5134
2D 4D 9H,17.5134
2D 4D 9S,17.5134
2D 4D TC,17.5134
2D 4D TD,17.5134
2D 4D TH,17.5134
2D 4D TS,17.5134
2D 4D JC,17.5134
2D 4D JD,17.5134
2D 4D JH,17.5134
2D 4D JS,17.5134
2D 4D QC,17.8484
2D 4D QD,17.8484
2D 4D QH,17.8484
2D 4D QS,17.8484
2D 4H 6H,17.3894
2D 4S 6S,17.3894
2D 5C 7C,17.3783
2D 5D 7D,17.4666
2D 5H 7H,17.3783
2D 5S 7S,17.3783
2D 6C 8C,17.3858
2D 6D 8D,17.3858
2D 6H 8H,17.3858
2D 6S 8S,17.3858
2D 7C 9C,17.3858
2D 7D 9D,17.3858
2D 7H 9H,17.3858
2D 7S 9S,17.3858
2D 8C TC,17.4008
2D 8D TD,17.4008
2D 8H TH,17.4008
2D 8S TS,17.4008
2D 9C JC,17.4081
2D 9D JD,17.4081
2D 9H JH,17.4081
2D 9S JS,17.4081
2D TC QC,17.8484
2D TD QD,17.8484
2D TH QH,17.8484
2D TS QS,17.8484
2D JC KC,17.9578
2D JD KD,17.9578
2D JH KH,17.9578
2D JS KS,17.9578
2D KC KD,17.6641
2D KC KH,17.6641
2D KC KS,17.6641
2D KD KH,17.6641
2D KD KS,17.6641
2D KH KS,17.6641
2H 3C 4H,17.6709
2H 3C 5C,17.2883
2H 3D 4H,17.6709
2H 3D 5D,17.2883
2H 3S 4H,17.6709
2H 3S 5S,17.2883
2H 4C 6C,17.3894
2H 4D 6D,17.3894
2H 4H 5C,17.4379
2H 4H 5D,17.4379
2H 4H 5S,17.4379
2H 4H 6C,17.5115
2H 4H 6D,17.5115
2H 4H 6S,17.5115
2H 4H 7C,17.4972
2H 4H 7D,17.4972
2H 4H 7H,17.5716
2H 4H 7S,17.4972
2H 4H 8C,17.5134
2H 4H 8D,17.5134
2H 4H 8H,17.4974
2H 4H 8S,17.5134
2H 4H 9C,17.5134
2H 4H 9D,17.5134
2H 4H 9H,17.5134
2H 4H 9S,17.5134
2H 4H TC,17.5134
2H 4H TD,17.5134
2H 4H TH,17.5134
2H 4H TS,17.5134
2H 4H JC,17.5134
2H 4H JD,17.5134
2H 4H JH,17.5134
2H 4H JS,17.5134
2H 4H QC,17.8484
2H 4H QD,17.8484
2H 4H QH,17.8484
2H 4H QS,17.8484
2H 4S 6S,17.3894
2H 5C 7C,17.3783
2H 5D 7D,17.3783
2H 5H 7H,17.4666
2H 5S 7S,17.3783
2H 6C 8C,17.3858
2H 6D 8D,17.3858
2H 6H 8H,17.3858
2H 6S 8S,17.3858
2H 7C 9C,17.3858
2H 7D 9D,17.3858
2H 7H 9H,17.3858
2H 7S 9S,17.3858
2H 8C TC,17.4008
2H 8D TD,17.4008
2H 8H TH,17.4008
2H 8S TS,17.4008
2H 9C JC,17.4081
2H 9D JD,17.4081
2H 9H JH,17.4081
2H 9S JS,17.4081
2H TC QC,17.8484
2H TD QD,17.8484
2H TH QH,17.8484
2H TS QS,17.8484
2H JC KC,17.9578
2H JD KD,17.9578
2H JH KH,17.9578
2H JS KS,17.9578
2H KC KD,17.6641
2H KC KH,17.6641
2H KC KS,17.6641
2H KD KH,17.6641
2H KD KS,17.6641
2H KH KS,17.6641
2S 3C 4S,17.6709
2S 3C 5C,17.2883
2S 3D 4S,17.6709
2S 3D 5D,17.2883
2S 3H 4S,17.6709
2S 3H 5H,17.2883
2S 4C 6C,17.3894
2S 4D 6D,17.3894
2S 4H 6H,17.3894
2S 4S 5C,17.4379
2S 4S 5D,17.4379
2S 4S 5H,17.4379
2S 4S 6C,17.5115
2S 4S 6D,17.5115
2S 4S 6H,17.5115
2S 4S 7C,17.4972
2S 4S 7D,17.4972
2S 4S 7H,17.4972
2S 4S 7S,17.5716
2S 4S 8C,17.5134
2S 4S 8D,17.5134
2S 4S 8H,17.5134
2S 4S 8S,17.4974
2S 4S 9C,17.5134
2S 4S 9D,17.5134
2S 4S 9H,17.5134
2S 4S 9S,17.5134
2S 4S TC,17.5134
2S 4S TD,17.5134
2S 4S TH,17.5134
2S 4S TS,17.5134
2S 4S JC,17.5134
2S 4S JD,17.5134
2S 4S JH,17.5134
2S 4S JS,17.5134
2S 4S QC,17.8484
2S 4S QD,17.8484
2S 4S QH,17.8484
2S 4S QS,17.8484
2S 5C 7C,17.3783
2S 5D 7D,17.3783
2S 5H 7H,17.3783
2S 5S 7S,17.4666
2S 6C 8C,17.3858
2S 6D 8D,17.3858
2S 6H 8H,17.3858
2S 6S 8S,17.3858
2S 7C 9C,17.3858
2S 7D 9D,17.3858
2S 7H 9H,17.3858
2S 7S 9S,17.3858
2S 8C TC,17.4008
2S 8D TD,17.4008
2S 8H TH,17.4008
2S 8S TS,17.4008
2S 9C JC,17.4081
2S 9D JD,17.4081
2S 9H JH,17.4081
2S 9S JS,17.4081
2S TC QC,17.8484
2S TD QD,17.8484
2S TH QH,17.8484
2S TS QS,17.8484
2S JC KC,17.9578
2S JD KD,17.9578
2S JH KH,17.9578
2S JS KS,17.9578
2S KC KD,17.6641
2S KC KH,17.6641
2S KC KS,17.6641
2S KD KH,17.6641
2S KD KS,17.6641
2S KH KS,17.6641
3C 4D 5C,17.2350
3C 4D 6D,17.0368
3C 4H 5C,17.2350
3C 4H 6H,17.0368
3C 4S 5C,17.2350
3C 4S 6S,17.0368
3C 5C 6D,17.0446
3C 5C 6H,17.0446
3C 5C 6S,17.0446
3C 5C 7D,17.1310
3C 5C 7H,17.1310
3C 5C 7S,17.1310
3C 5C 8C,17.2017
3C 5C 8D,17.1354
3C 5C 8H,17.1354
3C 5C 8S,17.1354
3C 5C 9C,17.1425
3C 5C 9D,17.1425
3C 5C 9H,17.1425
3C 5C 9S,17.1425
3C 5C TC,17.1425
3C 5C TD,17.1425
3C 5C TH,17.1425
3C 5C TS,17.1425
3C 5C JC,17.1425
3C 5C JD,17.1425
3C 5C JH,17.1425
3C 5C JS,17.1425
3C 5C QC,17.4081
3C 5C QD,17.4081
3C 5C QH,17.4081
3C 5C QS,17.4081
3C 5C KC,17.9186
3C 5C KD,17.9186
3C 5C KH,17.9186
3C 5C KS,17.9186
3C 5D 7D,17.1087
3C 5H 7H,17.1087
3C 5S 7S,17.1087
3C 6C 8C,17.1794
3C 6D 8D,17.1145
3C 6H 8H,17.1145
3C 6S 8S,17.1145
3C 7C 9C,17.1216
3C 7D 9D,17.1216
3C 7H 9H,17.1216
3C 7S 9S,17.1216
3C 8C TC,17.1356
3C 8D TD,17.1356
3C 8H TH,17.1356
3C 8S TS,17.1356
3C 9C JC,17.1425
3C 9D JD,17.1425
3C 9H JH,17.1425
3C 9S JS,17.1425
3C TC QC,17.5134
3C TD QD,17.5134
3C TH QH,17.5134
3C TS QS,17.5134
3C JC KC,17.6150
3C JD KD,17.6150
3C JH KH,17.6150
3C JS KS,17.6150
3C KC KD,17.1182
3C KC KH,17.1182
3C KC KS,17.1182
3C KD KH,17.1182
3C KD KS,17.1182
3C KH KS,17.1182
3D 4C 5D,17.2350
3D 4C 6C,17.0368
3D 4H 5D,17.2350
3D 4H 6H,17.0368
3D 4S 5D,17.2350
3D 4S 6S,17.0368
3D 5C 7C,17.1087
3D 5D 6C,17.0446
3D 5D 6H,17.0446
3D 5D 6S,17.0446
3D 5D 7C,17.1310
3D 5D 7H,17.1310
3D 5D 7S,17.1310
3D 5D 8C,17.1354
3D 5D 8D,17.2017
3D 5D 8H,17.1354
3D 5D 8S,17.1354
3D 5D 9C,17.1425
3D 5D 9D,17.1425
3D 5D 9H,17.1425
3D 5D 9S,17.1425
3D 5D TC,17.1425
3D 5D TD,17.1425
3D 5D TH,17.1425
3D 5D TS,17.1425
3D 5D JC,17.1425
3D 5D JD,17.1425
3D 5D JH,17.1425
3D 5D JS,17.1425
3D 5D QC,17.4081
3D 5D QD,17.4081
3D 5D QH,17.4081
3D 5D QS,17.4081
3D 5D KC,17.9186
3D 5D KD,17.9186
3D 5D KH,17.9186
3D 5D KS,17.9186
3D 5H 7H,17.1087
3D 5S 7S,17.1087
3D 6C 8C,17.1145
3D 6D 8D,17.1794
3D 6H 8H,17.1145
3D 6S 8S,17.1145
3D 7C 9C,17.1216
3D 7D 9D,17.1216
3D 7H 9H,17.1216
3D 7S 9S,17.1216
3D 8C TC,17.1356
3D 8D TD,17.1356
3D 8H TH,17.1356
3D 8S TS,17.1356
3D 9C JC,17.1425
3D 9D JD,17.1425
3D 9H JH,17.1425
3D 9S JS,17.1425
3D TC QC,17.5134
3D TD QD,17.5134
3D TH QH,17.5134
3D TS QS,17.5134
3D JC KC,17.6150
3D JD KD,17.6150
3D JH KH,17.6150
3D JS KS,17.6150
3D KC KD,17.1182
3D KC KH,17.1182
3D KC KS,17.1182
3D KD KH,17.1182
3D KD KS,17.1182
3D KH KS,17.1182
3H 4C 5H,17.2350
3H 4C 6C,17.0368
3H 4D 5H,17.2350
3H 4D 6D,17.0368
3H 4S 5H,17.2350
3H 4S 6S,17.0368
3H 5C 7C,17.1087
3H 5D 7D,17.1087
3H 5H 6C,17.0446
3H 5H 6D,17.0446
3H 5H 6S,17.0446
3H 5H 7C,17.1310
3H 5H 7D,17.1310
3H 5H 7S,17.1310
3H 5H 8C,17.1354
3H 5H 8D,17.1354
3H 5H 8H,17.2017
3H 5H 8S,17.1354
3H 5H 9C,17.1425
3H 5H 9D,17.1425
3H 5H 9H,17.1425
3H 5H 9S,17.1425
3H 5H TC,17.1425
3H 5H TD,17.1425
3H 5H TH,17.1425
3H 5H TS,17.1425
3H 5H JC,17.1425
3H 5H JD,17.1425
3H 5H JH,17.1425
3H 5H JS,17.1425
3H 5H QC,17.4081
3H 5H QD,17.4081
3H 5H QH,17.4081
3H 5H QS,17.4081
3H 5H KC,17.9186
3H 5H KD,17.9186
3H 5H KH,17.9186
3H 5H KS,17.9186
3H 5S 7S,17.1087
3H 6C 8C,17.1145
3H 6D 8D,17.1145
3H 6H 8H,17.1794
3H 6S 8S,17.1145
3H 7C 9C,17.1216
3H 7D 9D,17.1216
3H 7H 9H,17.1216
3H 7S 9S,17.1216
3H 8C TC,17.1356
3H 8D TD,17.1356
3H 8H TH,17.1356
3H 8S TS,17.1356
3H 9C JC,17.1425
3H 9D JD,17.1425
3H 9H JH,17.1425
3H 9S JS,17.1425
3H TC QC,17.5134
3H TD QD,17.5134
3H TH QH,17.5134
3H TS QS,17.5134
3H JC KC,17.6150
3H JD KD,17.6150
3H JH KH,17.6150
3H JS KS,17.6150
3H KC KD,17.1182
3H KC KH,17.1182
3H KC KS,17.1182
3H KD KH,17.1182
3H KD KS,17.1182
3H KH KS,17.1182
3S 4C 5S,17.2350
3S 4C 6C,17.0368
3S 4D 5S,17.2350
3S 4D 6D,17.0368
3S 4H 5S,17.2350
3S 4H 6H,17.0368
3S 5C 7C,17.1087
3S 5D 7D,17.1087
3S 5H 7H,17.1087
3S 5S 6C,17.0446
3S 5S 6D,17.0446
3S 5S 6H,17.0446
3S 5S 7C,17.1310
3S 5S 7D,17.1310
3S 5S 7H,17.1310
3S 5S 8C,17.1354
3S 5S 8D,17.1354
3S 5S 8H,17.1354
3S 5S 8S,17.2017
3S 5S 9C,17.1425
3S 5S 9D,17.1425
3S 5S 9H,17.1425
3S 5S 9S,17.1425
3S 5S TC,17.1425
3S 5S TD,17.1425
3S 5S TH,17.1425
3S 5S TS,17.1425
3S 5S JC,17.1425
3S 5S JD,17.1425
3S 5S JH,17.1425
3S 5S JS,17.1425
3S 5S QC,17.4081
3S 5S QD,17.4081
3S 5S QH,17.4081
3S 5S QS,17.4081
3S 5S KC,17.9186
3S 5S KD,17.9186
3S 5S KH,17.9186
3S 5S KS,17.9186
3S 6C 8C,17.1145
3S 6D 8D,17.1145
3S 6H 8H,17.1145
3S 6S 8S,17.1794
3S 7C 9C,17.1216
3S 7D 9D,17.1216
3S 7H 9H,17.1216
3S 7S 9S,17.1216
3S 8C TC,17.1356
3S 8D TD,17.1356
3S 8H TH,17.1356
3S 8S TS,17.1356
3S 9C JC,17.1425
3S 9D JD,17.1425
3S 9H JH,17.1425
3S 9S JS,17.1425
3S TC QC,17.5134
3S TD QD,17.5134
3S TH QH,17.5134
3S TS QS,17.5134
3S JC KC,17.6150
3S JD KD,17.6150
3S JH KH,17.6150
3S JS KS,17.6150
3S KC KD,17.1182
3S KC KH,17.1182
3S KC KS,17.1182
3S KD KH,17.1182
3S KD KS,17.1182
3S KH KS,17.1182
4C 5D 6C,17.2266
4C 5D 7D,17.0208
4C 5H 6C,17.2266
4C 5H 7H,17.0208
4C 5S 6C,17.2266
4C 5S 7S,17.0208
4C 6C 7D,17.0368
4C 6C 7H,17.0368
4C 6C 7S,17.0368
4C 6C 8D,17.1237
